882,bank4,Apple,24839,B
883,bank3,EURUSD,29239,B
884,bank3,Apple,48402,B
885,bank4,EURUSD,97618,S
886,bank3,DJ30,8509,B
887,bank3,Tesla,75243,S
888,bank3,EURUSD,6576,S
889,bank2,EURUSD,41747,B
890,bank3,CLc1,74662,S
891,bank3,Tesla,73218,B
892,bank5,Apple,32408,B
893,bank2,SP500,88758,B
894,bank2,Apple,44245,B
895,bank1,Apple,28168,S
896,bank3,CLc1,48992,B
897,bank4,SP500,22392,B
898,bank4,Tesla,57065,S
899,bank1,DJ30,40456,B
900,bank2,Apple,96474,S
901,bank3,DJ30,94851,B
902,bank3,Tesla,31463,S
903,bank1,Tesla,69636,B
904,bank3,EURUSD,49873,S
905,bank2,SP500,11445,B
906,bank2,DJ30,45872,B
907,bank5,Apple,96473,S
908,bank3,Apple,68682,B
909,bank4,EURUSD,58422,B
910,bank3,Apple,38733,S
911,bank1,SP500,67368,B
912,bank1,EURUSD,86251,S
913,bank1,Tesla,50125,S
914,bank5,SP500,46864,S
915,bank5,SP500,44255,S
916,bank1,DJ30,48326,B
917,bank4,DJ30,50853,S
918,bank5,EURUSD,53861,S
919,bank2,CLc1,86264,S
920,bank1,Tesla,85693,S
921,bank1,CLc1,66806,B
922,bank5,SP500,31399,B
923,bank4,CLc1,80323,B
924,bank4,EURUSD,40391,B
925,bank4,Tesla,40001,B
926,bank1,DJ30,93557,S
927,bank3,EURUSD,92537,B
928,bank4,DJ30,82596,S
929,bank3,SP500,68079,B
930,bank5,Apple,79766,B
931,bank3,CLc1,84138,B
932,bank2,CLc1,50406,S
933,bank4,EURUSD,13389,B
934,bank3,SP500,66730,B
935,bank1,EURUSD,23270,S
936,bank3,Apple,2657,B
937,bank5,Apple,73405,S
938,bank1,DJ30,91201,S
939,bank1,CLc1,97158,B
940,bank3,EURUSD,60691,B
941,bank4,CLc1,84527,S
942,bank5,Apple,37609,S
943,bank5,CLc1,87308,S
944,bank5,EURUSD,54137,B
945,bank3,Apple,97232,B
946,bank5,EURUSD,37503,B
947,bank5,SP500,89061,B
948,bank2,SP500,18381,B
949,bank4,CLc1,64818,B
950,bank2,Apple,64616,S
951,bank3,EURUSD,13752,S
952,bank1,SP500,94199,B
953,bank5,Tesla,29638,B
954,bank2,Tesla,86203,B
955,bank4,DJ30,26217,S
956,bank2,SP500,58201,S
957,bank2,Tesla,34826,S
958,bank3,Apple,68016,B
959,bank2,SP500,74221,S
960,bank2,CLc1,90463,B
961,bank5,EURUSD,35584,S
962,bank1,SP500,72662,B
963,bank2,EURUSD,26491,B
964,bank4,Tesla,88327,B
965,bank5,DJ30,21986,B
966,bank1,CLc1,1939,B
967,bank2,EURUSD,34058,S
968,bank4,Apple,21003,S
969,bank4,Apple,21464,B
970,bank5,Apple,89797,S
971,bank3,Tesla,10847,B
972,bank1,SP500,68379,S
973,bank3,DJ30,7650,B
974,bank3,DJ30,32474,B
975,bank3,EURUSD,67640,B
976,bank2,Tesla,83575,B
977,bank1,CLc1,79070,S
978,bank1,Apple,28757,B
979,bank3,Apple,30219,B
980,bank5,CLc1,18520,B
981,bank4,Tesla,48488,B
982,bank2,SP500,20695,S
983,bank1,DJ30,10398,S
984,bank5,EURUSD,12080,S
985,bank2,EURUSD,2729,S
986,bank3,Tesla,92810,S
987,bank2,CLc1,56679,B
988,bank1,CLc1,43835,S
989,bank1,Apple,92647,S
990,bank4,CLc1,28935,B
991,bank2,Tesla,12199,B
992,bank5,Apple,6476,S
993,bank3,Apple,37929,S
994,bank3,DJ30,91528,B
995,bank2,Tesla,31482,S
996,bank5,SP500,16717,S
997,bank2,DJ30,24827,B
998,bank4,Tesla,49975,B
999,bank2,EURUSD,12568,B
1000,bank1,Apple,12857,S
